date,dp_lag1,ep_lag1,bm_lag1,ntis_lag1,tbl_lag1,tms_lag1,dfy_lag1,infl_lag1,corpr_lag1,ltr_lag1,svar_lag1,excess_return_1m_lag1,excess_return_1m,realized_vol_1m
1989-03-01,9.924000,24.556667,0.446778,-0.024823,0.085300,-0.103200,0.009700,0.004129,-0.012900,-0.017900,0.001176,-0.031131,0.045007,0.032661
1989-04-01,10.011000,24.960000,0.468691,-0.023102,0.088200,-0.076000,0.008700,0.005757,0.006400,0.012200,0.001286,0.016338,0.033122,0.033140
1989-05-01,10.130000,25.046667,0.444435,-0.022802,0.086500,-0.070600,0.008200,0.006541,0.021300,0.015900,0.000956,0.045007,-0.012711,0.032755
1989-06-01,10.249000,25.133333,0.433442,-0.027714,0.084300,-0.044200,0.008900,0.005686,0.037900,0.040100,0.001073,0.033122,0.083053,0.038241
1989-07-01,10.368000,25.220000,0.440563,-0.023948,0.081500,-0.026500,0.009300,0.002423,0.039500,0.055000,0.001430,-0.012711,0.012453,0.033948
1989-08-01,10.490000,24.710000,0.404035,-0.028536,0.078800,-0.055000,0.009400,0.002417,0.017800,0.023800,0.001019,0.083053,-0.010504,0.034828
1989-09-01,10.612000,24.200000,0.392727,-0.024822,0.079000,-0.104900,0.009200,0.001608,-0.016300,-0.025900,0.001380,0.012453,-0.030439,0.037471
1989-10-01,10.734000,23.690000,0.399210,-0.025747,0.077500,-0.075600,0.009000,0.003210,0.004000,0.001900,0.000550,-0.010504,0.013579,0.035855
1989-11-01,10.841000,23.416667,0.406415,-0.024351,0.076400,-0.038500,0.008900,0.004800,0.027600,0.037900,0.005636,-0.030439,0.016557,0.035826
1989-12-01,10.948000,23.143333,0.397226,-0.027033,0.076900,-0.069100,0.009200,0.002389,0.007000,0.007800,0.000845,0.013579,-0.073361,0.040936
1990-01-01,11.055000,22.870000,0.390455,-0.012334,0.076300,-0.076900,0.009600,0.001589,0.000600,-0.000600,0.000923,0.016557,0.007681,0.039253
1990-02-01,11.142667,22.470000,0.414971,-0.013897,0.076400,-0.110700,0.009500,0.010309,-0.019100,-0.034300,0.002892,-0.073361,0.020188,0.039331
1990-03-01,11.230333,22.070000,0.409173,-0.011729,0.077400,-0.079900,0.009200,0.004710,-0.001200,-0.002500,0.001009,0.007681,-0.031404,0.039088
1990-04-01,11.318000,21.670000,0.471334,-0.010291,0.079000,-0.083400,0.008400,0.005469,-0.001100,-0.004400,0.001032,0.020188,0.090619,0.046052
1990-05-01,11.433000,21.533333,0.480284,-0.010149,0.077700,-0.097900,0.008400,0.001554,-0.019100,-0.020200,0.000967,-0.031404,-0.013054,0.046097
1990-06-01,11.548000,21.396667,0.443570,-0.002262,0.077400,-0.035900,0.009400,0.002327,0.038500,0.041500,0.001361,0.090619,-0.011254,0.039452
1990-07-01,11.663000,21.260000,0.442949,-0.000507,0.077300,-0.054300,0.009600,0.005418,0.021600,0.023000,0.001351,-0.013054,-0.097401,0.047893
1990-08-01,11.720000,21.420000,0.439212,0.004885,0.076200,-0.065500,0.009600,0.003849,0.010200,0.010700,0.001298,-0.011254,-0.054959,0.049666
1990-09-01,11.777000,21.580000,0.488074,0.001439,0.074500,-0.116400,0.010000,0.009202,-0.029200,-0.041900,0.005828,-0.097401,-0.010397,0.049399
1990-10-01,11.834000,21.740000,0.520290,0.001373,0.073600,-0.061900,0.010800,0.008359,0.009100,0.011700,0.001985,-0.054959,0.058861,0.053014
1990-11-01,11.918000,21.606667,0.522452,-0.000471,0.071700,-0.050200,0.012100,0.006029,0.013200,0.021500,0.004493,-0.010397,0.021987,0.053260
1990-12-01,12.002000,21.473333,0.498506,0.000910,0.070600,-0.030400,0.013200,0.002247,0.028500,0.040200,0.002440,0.058861,0.039801,0.050369
1991-01-01,12.086000,21.340000,0.484497,-0.001846,0.067400,-0.048700,0.013800,0.000000,0.016700,0.018700,0.000795,0.021987,0.066765,0.053630
1991-02-01,12.094000,21.206667,0.466308,0.000722,0.062200,-0.049200,0.014100,0.005979,0.015000,0.013000,0.003194,0.039801,0.019954,0.053582
1991-03-01,12.102000,21.073333,0.442720,0.001247,0.059400,-0.056400,0.012400,0.001486,0.012100,0.003000,0.002431,0.066765,-0.003032,0.052440
1991-04-01,12.110000,20.940000,0.457126,0.003251,0.059100,-0.055300,0.011600,0.001484,0.010800,0.003800,0.001375,0.019954,0.038230,0.046687
1991-05-01,12.122333,20.430000,0.461240,0.005730,0.056500,-0.042500,0.010800,0.001481,0.013800,0.014000,0.002073,-0.003032,-0.049557,0.049232
1991-06-01,12.134667,19.920000,0.439967,0.006982,0.054600,-0.054600,0.010000,0.002959,0.003900,0.000000,0.001585,0.038230,0.041626,0.050330
1991-07-01,12.147000,19.410000,0.458244,0.014247,0.055700,-0.062000,0.009500,0.002950,-0.001800,-0.006300,0.001180,-0.049557,0.019285,0.038712
1991-08-01,12.189667,18.880000,0.440357,0.014836,0.055800,-0.040100,0.008900,0.001471,0.016700,0.015700,0.001105,0.041626,-0.021461,0.034301
1991-09-01,12.232333,18.350000,0.437640,0.017331,0.053300,-0.019300,0.009000,0.002937,0.027500,0.034000,0.002038,0.019285,0.009258,0.033414
1991-10-01,12.275000,17.820000,0.441532,0.023289,0.052200,-0.021900,0.009000,0.004392,0.027100,0.030300,0.000475,-0.021461,-0.044114,0.035751
1991-11-01,12.251000,17.203333,0.434003,0.025509,0.049900,-0.044500,0.009400,0.001458,0.004300,0.005400,0.001126,0.009258,0.110289,0.045596
1991-12-01,12.227000,16.586667,0.460154,0.030690,0.045600,-0.037400,0.009700,0.002911,0.010600,0.008200,0.002049,-0.044114,-0.021748,0.046534
1992-01-01,12.203000,15.970000,0.420344,0.031812,0.040700,0.017400,0.009500,0.000726,0.043600,0.058100,0.002050,0.110289,0.010065,0.043393
1992-02-01,12.243333,16.043333,0.413230,0.031941,0.038000,-0.070400,0.009300,0.001450,-0.017300,-0.032400,0.000872,-0.021748,-0.022870,0.044214
1992-03-01,12.283667,16.116667,0.407631,0.033556,0.038400,-0.033300,0.009400,0.003621,0.009600,0.005100,0.000913,0.010065,0.025414,0.044468
1992-04-01,12.324000,16.190000,0.402106,0.041901,0.040400,-0.049800,0.009000,0.005051,-0.007300,-0.009400,0.000470,-0.022870,0.002050,0.043393
1992-05-01,12.322667,16.476667,0.387303,0.038662,0.037500,-0.035900,0.008800,0.001436,0.001600,0.001600,0.001661,0.025414,-0.018230,0.040764
1992-06-01,12.321333,16.763333,0.382999,0.037175,0.036300,-0.012000,0.008500,0.001434,0.025400,0.024300,0.000690,0.002050,0.037824,0.040353
1992-07-01,12.320000,17.050000,0.392042,0.043077,0.036600,-0.016600,0.008300,0.003579,0.015600,0.020000,0.000753,-0.018230,-0.023215,0.041072
1992-08-01,12.345000,17.380000,0.383349,0.041495,0.032100,0.007700,0.007700,0.002140,0.030800,0.039800,0.000897,0.037824,0.008740,0.040383
1992-09-01,12.370000,17.710000,0.399405,0.043050,0.031300,-0.024600,0.007000,0.002847,0.009000,0.006700,0.000370,-0.023215,0.002496,0.040380
1992-10-01,12.395000,18.040000,0.397657,0.041138,0.029100,-0.010600,0.007000,0.002839,0.009900,0.018500,0.000872,0.008740,0.031494,0.037809
1992-11-01,12.391667,18.390000,0.403251,0.041096,0.028600,-0.048400,0.008500,0.003539,-0.015600,-0.019800,0.000944,0.002496,0.010580,0.021376
1992-12-01,12.388333,18.740000,0.393626,0.037987,0.031300,-0.030300,0.008600,0.001410,0.006900,0.001000,0.000508,0.031494,0.004982,0.019906
1993-01-01,12.385000,19.090000,0.394110,0.038829,0.032200,-0.007600,0.008300,-0.000704,0.022800,0.024600,0.000472,0.010580,0.011326,0.019920
1993-02-01,12.416333,19.340000,0.393048,0.041754,0.030000,-0.002000,0.007600,0.004933,0.025000,0.028000,0.000349,0.004982,0.018702,0.018082
1993-03-01,12.447667,19.590000,0.385960,0.040728,0.029300,0.006100,0.006800,0.003506,0.025600,0.035400,0.001147,0.011326,-0.026919,0.020044
1993-04-01,12.479000,19.840000,0.333614,0.037106,0.029500,-0.027400,0.005700,0.003494,0.002500,0.002100,0.001005,0.018702,0.024059,0.020721
1993-05-01,12.493667,19.670000,0.334350,0.039813,0.028700,-0.021500,0.006800,0.002786,0.005200,0.007200,0.001005,-0.026919,0.000966,0.019386
1993-06-01,12.508333,19.500000,0.324882,0.040255,0.029600,-0.024900,0.007800,0.001389,0.002000,0.004700,0.000817,0.024059,-0.006993,0.017321
1993-07-01,12.523000,19.330000,0.325931,0.041154,0.030700,0.014200,0.007400,0.001387,0.029300,0.044900,0.000574,0.000966,0.034931,0.016977
1993-08-01,12.521667,19.690000,0.323777,0.041008,0.030400,-0.011300,0.007600,0.000000,0.010000,0.019100,0.000609,-0.006993,-0.010182,0.017892
1993-09-01,12.520333,20.050000,0.313865,0.040193,0.030200,0.013200,0.007500,0.002770,0.028700,0.043400,0.000282,0.034931,0.017684,0.017995
1993-10-01,12.519000,20.410000,0.322352,0.041841,0.029500,-0.029000,0.006800,0.002072,0.004300,0.000500,0.000471,-0.010182,-0.011155,0.017404
1993-11-01,12.538333,20.903333,0.311363,0.040367,0.030200,-0.020600,0.006400,0.004135,0.005100,0.009600,0.000314,0.017684,0.010346,0.017385
1993-12-01,12.557667,21.396667,0.311079,0.043838,0.031000,-0.056900,0.007300,0.000686,-0.018800,-0.025900,0.000576,-0.011155,0.030929,0.018859
1994-01-01,12.577000,21.890000,0.305267,0.045727,0.030600,-0.028600,0.007600,0.000000,0.006700,0.002000,0.000270,0.010346,-0.029261,0.021658
1994-02-01,12.620333,22.163333,0.288059,0.043671,0.029800,-0.004100,0.007300,0.002743,0.020200,0.025700,0.000423,0.030929,-0.046156,0.025463
1994-03-01,12.663667,22.436667,0.299059,0.045041,0.032500,-0.077500,0.006800,0.003420,-0.028600,-0.045000,0.001026,-0.029261,0.010117,0.024256
1994-04-01,12.707000,22.710000,0.307484,0.041905,0.035000,-0.074500,0.006500,0.003408,-0.038300,-0.039500,0.000892,-0.046156,0.013209,0.023608
1994-05-01,12.749667,23.540000,0.303665,0.039847,0.036800,-0.051800,0.006400,0.001359,-0.009700,-0.015000,0.001374,0.010117,-0.027862,0.025000
1994-06-01,12.792333,24.370000,0.297469,0.039642,0.041400,-0.049600,0.006300,0.000678,-0.006200,-0.008200,0.000751,0.013209,0.029914,0.026469
1994-07-01,12.835000,25.200000,0.308417,0.033997,0.041400,-0.051400,0.006800,0.003390,-0.008100,-0.010000,0.000797,-0.027862,0.037641,0.026931
1994-08-01,12.864333,25.910000,0.296985,0.031212,0.043300,-0.007000,0.006900,0.002703,0.030900,0.036300,0.000327,0.029914,-0.027640,0.028007
1994-09-01,12.893667,26.620000,0.285684,0.028707,0.044800,-0.053400,0.006700,0.004043,-0.003100,-0.008600,0.000560,0.037641,0.018822,0.028164
1994-10-01,12.923000,27.330000,0.290905,0.029004,0.046200,-0.079300,0.006400,0.002685,-0.026500,-0.033100,0.000802,-0.027640,-0.039948,0.030306
1994-11-01,13.005333,28.420000,0.286071,0.026001,0.049500,-0.052000,0.006300,0.000669,-0.005000,-0.002500,0.001158,0.018822,0.010555,0.030391
1994-12-01,13.087667,29.510000,0.298993,0.022919,0.052900,-0.046300,0.006400,0.001338,0.001800,0.006600,0.000836,-0.039948,0.021799,0.029752
1995-01-01,13.170000,30.600000,0.291568,0.016596,0.056000,-0.039900,0.006400,0.000000,0.015700,0.016100,0.000705,0.010555,0.035228,0.030222
1995-02-01,13.170000,31.250000,0.290854,0.015095,0.057100,-0.029800,0.006200,0.004008,0.025600,0.027300,0.000289,0.021799,0.024734,0.026348
1995-03-01,13.170000,31.900000,0.278730,0.014534,0.057700,-0.029000,0.005900,0.003992,0.028900,0.028700,0.000472,0.035228,0.024995,0.026795
1995-04-01,13.170000,32.550000,0.313877,0.014390,0.057300,-0.048200,0.005800,0.003313,0.009500,0.009100,0.000484,0.024734,0.034409,0.027825
1995-05-01,13.233667,33.176667,0.301995,0.013013,0.056500,-0.039600,0.005700,0.003303,0.017500,0.016900,0.000257,0.024995,0.019455,0.024744
1995-06-01,13.297333,33.803333,0.292264,0.010745,0.056700,0.022300,0.005500,0.001975,0.063100,0.079000,0.001011,0.034409,0.028905,0.024777
1995-07-01,13.361000,34.430000,0.286430,0.008276,0.054700,-0.040800,0.006000,0.001971,0.007900,0.013900,0.000697,0.019455,-0.001198,0.024216
1995-08-01,13.432333,34.680000,0.277160,0.007062,0.054200,-0.071000,0.006300,0.000000,-0.010100,-0.016800,0.000773,0.028905,0.037802,0.021449
1995-09-01,13.503667,34.930000,0.283046,0.009122,0.054000,-0.030400,0.006200,0.002623,0.021400,0.023600,0.000207,-0.001198,-0.008142,0.022703
1995-10-01,13.575000,35.180000,0.272495,0.006380,0.052800,-0.035300,0.006100,0.001962,0.015300,0.017500,0.000381,0.037802,0.039979,0.015141
1995-11-01,13.646000,34.773333,0.274420,0.012222,0.052800,-0.023400,0.006300,0.003264,0.018500,0.029400,0.000488,-0.008142,0.012743,0.014968
1995-12-01,13.717000,34.366667,0.257169,0.016871,0.053600,-0.028700,0.006600,-0.000651,0.024200,0.024900,0.000546,0.039979,0.030561,0.015126
1996-01-01,13.788000,33.960000,0.255026,0.015527,0.051400,-0.024200,0.006700,-0.000651,0.022800,0.027200,0.000821,0.012743,0.006188,0.015468
1996-02-01,13.893333,33.986667,0.241877,0.016128,0.050000,-0.051100,0.006600,0.005863,0.001400,-0.001100,0.001384,0.030561,0.005685,0.016053
1996-03-01,13.998667,34.013333,0.237895,0.016801,0.048300,-0.096600,0.006400,0.003238,-0.037300,-0.048300,0.001268,0.006188,0.010533,0.016127
1996-04-01,14.104000,34.040000,0.239300,0.016892,0.049600,-0.070600,0.006800,0.005165,-0.013000,-0.021000,0.001742,0.005685,0.021057,0.015236
1996-05-01,14.160333,34.330000,0.240076,0.021122,0.049500,-0.066000,0.006900,0.003854,-0.016000,-0.016500,0.000982,0.010533,0.000128,0.015982
1996-06-01,14.216667,34.620000,0.236924,0.026419,0.050200,-0.055600,0.006800,0.001919,0.000500,-0.005400,0.001125,0.021057,-0.048943,0.023802
1996-07-01,14.273000,34.910000,0.236444,0.027216,0.050900,-0.030600,0.006900,0.000639,0.017200,0.020300,0.000395,0.000128,0.017828,0.023712
1996-08-01,14.403333,35.273333,0.241820,0.031137,0.051500,-0.049700,0.007000,0.001914,0.001000,0.001800,0.002355,-0.048943,0.051635,0.025451
1996-09-01,14.533667,35.636667,0.238061,0.030886,0.050500,-0.064400,0.007200,0.001911,-0.007000,-0.013900,0.001122,0.017828,0.022598,0.024850
1996-10-01,14.664000,36.000000,0.227297,0.029581,0.050900,-0.021900,0.006900,0.003179,0.025900,0.029000,0.000686,0.051635,0.072341,0.029245
1996-11-01,14.742333,36.910000,0.221748,0.025656,0.049900,-0.009500,0.006800,0.003169,0.036100,0.040400,0.000607,0.022598,-0.024398,0.031556
1996-12-01,14.820667,37.820000,0.205008,0.022067,0.050300,-0.015200,0.006900,0.001895,0.026300,0.035100,0.000704,0.072341,0.058327,0.033863
1997-01-01,14.899000,38.730000,0.207343,0.024126,0.049100,-0.074700,0.006900,0.000000,-0.018600,-0.025600,0.001709,-0.024398,0.003852,0.033934
1997-02-01,14.952333,39.233333,0.196240,0.024407,0.050300,-0.058200,0.006700,0.003153,-0.002800,-0.007900,0.001360,0.058327,-0.045988,0.038327
1997-03-01,15.005667,39.736667,0.194395,0.022911,0.050100,-0.049600,0.006300,0.003143,0.002800,0.000500,0.001475,0.003852,0.055974,0.040407
1997-04-01,15.059000,40.240000,0.214780,0.021149,0.051400,-0.076600,0.006300,0.002506,-0.022100,-0.025200,0.002001,-0.045988,0.056501,0.042174
1997-05-01,15.093000,40.343333,0.201741,0.016945,0.051600,-0.026100,0.006100,0.001250,0.018400,0.025500,0.003005,0.055974,0.040403,0.042158
1997-06-01,15.127000,40.446667,0.192879,0.013264,0.050500,-0.040800,0.006200,-0.000624,0.012800,0.009700,0.002007,0.056501,0.076088,0.038441
1997-07-01,15.161000,40.550000,0.184288,0.010847,0.049300,-0.029800,0.006100,0.001249,0.018700,0.019500,0.001974,0.040403,-0.059075,0.046610
1997-08-01,15.218333,40.580000,0.171965,0.011593,0.050500,0.012100,0.006100,0.001248,0.052800,0.062600,0.002010,0.076088,0.049486,0.046505
1997-09-01,15.275667,40.610000,0.185505,0.012877,0.051400,-0.083100,0.006000,0.001869,-0.024000,-0.031700,0.002465,-0.059075,-0.036805,0.049890
1997-10-01,15.333000,40.640000,0.177968,0.014634,0.049500,-0.017900,0.005500,0.002488,0.022600,0.031600,0.002626,0.049486,0.042421,0.047770
1997-11-01,15.387667,40.333333,0.190001,0.016263,0.049700,-0.015600,0.005700,0.002481,0.019100,0.034100,0.009364,-0.036805,0.012347,0.045965
1997-12-01,15.442333,40.026667,0.180746,0.015667,0.051400,-0.036600,0.005500,-0.000619,0.010100,0.014800,0.002662,0.042421,0.007694,0.044522
1998-01-01,15.497000,39.720000,0.178801,0.015559,0.051600,-0.033200,0.005600,-0.001238,0.016300,0.018400,0.002249,0.012347,0.068056,0.046574
1998-02-01,15.545000,39.660000,0.178840,0.013740,0.050400,-0.030400,0.005800,0.001860,0.013700,0.020000,0.002469,0.007694,0.047436,0.041674
1998-03-01,15.593000,39.600000,0.165463,0.012056,0.050900,-0.058100,0.005800,0.001856,-0.000700,-0.007200,0.001053,0.068056,0.006975,0.041293
1998-04-01,15.641000,39.540000,0.181140,0.016489,0.050300,-0.047800,0.006000,0.001853,0.003800,0.002500,0.001137,0.047436,-0.021674,0.042159
1998-05-01,15.744000,39.350000,0.175873,0.016405,0.049500,-0.046900,0.006400,0.001850,0.005300,0.002600,0.001615,0.006975,0.036870,0.042030
1998-06-01,15.847000,39.160000,0.179102,0.019075,0.050000,-0.031800,0.006100,0.001846,0.016700,0.018200,0.000959,-0.021674,-0.014109,0.038862
1998-07-01,15.950000,38.970000,0.178061,0.024011,0.049800,-0.027000,0.006000,0.001229,0.011500,0.022800,0.002097,0.036870,-0.147424,0.057376
1998-08-01,16.014333,38.676667,0.179438,0.025354,0.049600,-0.053600,0.006000,0.001227,-0.005600,-0.004000,0.002228,-0.014109,0.058576,0.058103
1998-09-01,16.078667,38.383333,0.211432,0.028519,0.049000,-0.002500,0.006200,0.001225,0.008900,0.046500,0.009334,-0.147424,0.076911,0.059812
1998-10-01,16.143000,38.090000,0.203248,0.024083,0.046100,-0.006600,0.006900,0.001224,0.041300,0.039500,0.009971,0.058576,0.059064,0.060648
1998-11-01,16.160333,37.963333,0.185519,0.020740,0.039600,-0.061400,0.008100,0.002445,-0.019000,-0.021800,0.005172,0.076911,0.055873,0.061704
1998-12-01,16.177667,37.836667,0.174847,0.022004,0.044100,-0.034400,0.009300,0.000000,0.027000,0.009700,0.001937,0.059064,0.039300,0.061823
1999-01-01,16.195000,37.710000,0.173611,0.020057,0.043900,-0.047100,0.010100,-0.000610,0.001000,-0.003200,0.003287,0.055873,-0.035435,0.062083
1999-02-01,16.279667,37.933333,0.170321,0.015588,0.043400,-0.031300,0.010500,0.002441,0.012300,0.012100,0.003336,0.039300,0.034679,0.061569
1999-03-01,16.364333,38.156667,0.171277,0.018447,0.044400,-0.096400,0.009900,0.001217,-0.040100,-0.052000,0.003482,-0.035435,0.033859,0.061839
1999-04-01,16.449000,38.380000,0.172897,0.020668,0.044400,-0.045200,0.009100,0.003040,0.000200,-0.000800,0.003214,0.034679,-0.026559,0.062151
1999-05-01,16.448667,39.260000,0.156826,0.025181,0.042900,-0.040800,0.008400,0.007273,-0.002400,0.002100,0.002727,0.033859,0.050431,0.062720
1999-06-01,16.448333,40.140000,0.160231,0.025897,0.045000,-0.063500,0.007900,0.000000,-0.017600,-0.018500,0.003086,-0.026559,-0.034020,0.063833
1999-07-01,16.448000,41.020000,0.154227,0.018869,0.045700,-0.053500,0.007900,0.000000,-0.016000,-0.007800,0.002409,0.050431,-0.008904,0.040371
1999-08-01,16.512333,42.000000,0.158796,0.019370,0.045500,-0.053200,0.007600,0.003008,-0.011300,-0.007700,0.001611,-0.034020,-0.031979,0.041923
1999-09-01,16.576667,42.980000,0.156243,0.018881,0.047200,-0.052500,0.007500,0.002400,-0.002600,-0.005300,0.002730,-0.008904,0.060338,0.040115
1999-10-01,16.641000,43.960000,0.163684,0.020380,0.046800,-0.038400,0.008100,0.004788,0.009300,0.008400,0.002705,-0.031979,0.017222,0.037889
1999-11-01,16.658000,45.363333,0.157691,0.020445,0.048600,-0.049800,0.008300,0.001787,0.004700,-0.001200,0.004876,0.060338,0.058179,0.038197
1999-12-01,16.675000,46.766667,0.155546,0.018280,0.050700,-0.056800,0.007900,0.000595,-0.002400,-0.006100,0.001354,0.017222,-0.053730,0.041665
2000-01-01,16.692000,48.170000,0.147167,0.017889,0.052000,-0.067500,0.006400,0.000000,-0.010200,-0.015500,0.001149,0.058179,-0.021758,0.040560
2000-02-01,16.715333,49.096667,0.154654,0.025359,0.053200,-0.030400,0.005500,0.002971,-0.002100,0.022800,0.005206,-0.053730,0.093788,0.047426
2000-03-01,16.738667,50.023333,0.167056,0.027419,0.055500,-0.029100,0.006100,0.005924,0.009200,0.026400,0.003000,-0.021758,-0.036183,0.048671
2000-04-01,16.762000,50.950000,0.149974,0.018291,0.056900,-0.020200,0.006900,0.008245,0.016900,0.036700,0.006678,0.093788,-0.027304,0.048619
2000-05-01,16.742667,51.273333,0.152600,0.011945,0.056600,-0.064200,0.007600,0.000584,-0.011500,-0.007600,0.007942,-0.036183,0.022219,0.046911
2000-06-01,16.723333,51.596667,0.155669,0.009179,0.057900,-0.063300,0.009100,0.001168,-0.016100,-0.005400,0.005185,-0.027304,-0.017595,0.045901
2000-07-01,16.704000,51.920000,0.156778,0.007124,0.056900,-0.032500,0.008100,0.005248,0.032600,0.024400,0.002360,0.022219,0.057594,0.048147
2000-08-01,16.585000,52.513333,0.155674,0.004712,0.059600,-0.042300,0.007000,0.002320,0.017900,0.017300,0.002065,-0.017595,-0.057188,0.050515
2000-09-01,16.466000,53.106667,0.146053,0.004675,0.060900,-0.036900,0.007100,0.000000,0.013500,0.024000,0.001039,0.057594,-0.009720,0.047929
2000-10-01,16.347000,53.700000,0.153789,0.004469,0.060000,-0.075700,0.007300,0.005208,0.004600,-0.015700,0.001600,-0.057188,-0.083368,0.053493
2000-11-01,16.321667,52.466667,0.149301,0.003744,0.061100,-0.042400,0.007900,0.001727,0.004500,0.018700,0.005568,-0.009720,0.000720,0.049680
2000-12-01,16.296333,51.233333,0.157281,0.001157,0.061700,-0.029800,0.008300,0.000575,0.026300,0.031900,0.003272,-0.083368,0.026972,0.048805
2001-01-01,16.271000,50.000000,0.151852,-0.002262,0.057700,-0.033400,0.008100,-0.000574,0.027000,0.024300,0.005299,0.000720,-0.094752,0.055434
2001-02-01,16.171667,48.480000,0.150450,-0.003193,0.051500,-0.051000,0.007800,0.006322,0.035900,0.000500,0.004941,0.026972,-0.067906,0.046870
2001-03-01,16.072333,46.960000,0.156070,-0.006856,0.048800,-0.029700,0.007700,0.003998,0.012700,0.019100,0.002528,-0.094752,0.073924,0.054272
2001-04-01,15.973000,45.440000,0.133114,-0.005213,0.044200,-0.051600,0.008600,0.002275,-0.002900,-0.007400,0.007140,-0.067906,0.003659,0.054322
2001-05-01,15.877333,42.556667,0.122497,-0.002543,0.038700,-0.070000,0.008700,0.003973,-0.012800,-0.031300,0.007426,0.073924,-0.027305,0.053424
2001-06-01,15.781667,39.673333,0.120510,-0.000248,0.036200,-0.032500,0.007800,0.004522,0.013200,0.003700,0.002536,0.003659,-0.012317,0.053427
2001-07-01,15.686000,36.790000,0.125209,0.005041,0.034900,-0.026400,0.007900,0.001688,0.005500,0.008500,0.001508,-0.027305,-0.066535,0.049810
2001-08-01,15.702667,33.963333,0.124967,0.007914,0.035100,0.002500,0.008400,-0.002809,0.036100,0.037600,0.002900,-0.012317,-0.083161,0.051985
2001-09-01,15.719333,31.136667,0.132164,0.009918,0.033600,-0.013000,0.008300,0.000000,0.015600,0.020600,0.002222,-0.066535,0.017340,0.053254
2001-10-01,15.736000,28.310000,0.148629,0.008653,0.026400,-0.018300,0.008600,0.004507,-0.015200,0.008100,0.007168,-0.083161,0.077087,0.057401
2001-11-01,15.737333,27.103333,0.144901,0.010749,0.021600,0.024800,0.008800,-0.003365,0.043700,0.046400,0.003250,0.017340,0.007551,0.057488
2001-12-01,15.738667,25.896667,0.133481,0.011162,0.018700,-0.065800,0.008400,-0.001688,-0.018800,-0.047100,0.002189,0.077087,-0.015724,0.055995
2002-01-01,15.740000,24.690000,0.131218,0.013465,0.016900,-0.035200,0.012800,-0.003946,-0.009000,-0.018300,0.001798,0.007551,-0.020781,0.050463
2002-02-01,15.736667,24.693333,0.132561,0.011191,0.016500,-0.002700,0.013200,0.002264,0.017500,0.013800,0.002184,-0.015724,0.036272,0.048536
2002-03-01,15.733333,24.696667,0.130119,0.012499,0.017200,-0.005700,0.013800,0.003953,0.013000,0.011500,0.002568,-0.020781,-0.062501,0.045119
2002-04-01,15.730000,24.700000,0.236833,0.013759,0.017900,-0.061500,0.013000,0.005624,-0.029500,-0.043600,0.002015,0.036272,-0.009200,0.044816
2002-05-01,15.833000,25.380000,0.247732,0.015107,0.017100,0.023900,0.012700,0.005593,0.025300,0.041000,0.002320,-0.062501,-0.072649,0.048001
2002-06-01,15.936000,26.060000,0.248256,0.022277,0.017300,-0.015800,0.013400,0.000000,0.011300,0.001500,0.004102,-0.009200,-0.075487,0.050830
2002-07-01,16.039000,26.740000,0.266573,0.027523,0.017000,0.001700,0.013200,0.000556,0.007300,0.018700,0.003708,-0.072649,0.005661,0.049481
2002-08-01,15.959000,27.840000,0.282032,0.028441,0.016800,0.013500,0.013700,0.001112,0.009400,0.030300,0.015343,-0.075487,-0.110365,0.053461
2002-09-01,15.879000,28.940000,0.284412,0.024748,0.016200,0.030200,0.012100,0.003331,0.045200,0.046400,0.009409,0.005661,0.087199,0.060953
2002-10-01,15.799000,30.040000,0.324555,0.029299,0.016300,0.025400,0.012500,0.001660,0.033000,0.041700,0.007366,-0.110365,0.057819,0.058515
2002-11-01,15.890667,29.223333,0.293437,0.025671,0.015800,-0.045200,0.014100,0.001657,-0.024000,-0.029400,0.011590,0.087199,-0.059934,0.059466
2002-12-01,15.982333,28.406667,0.276975,0.022908,0.012300,-0.024500,0.013100,0.000000,0.013000,-0.012200,0.004449,0.057819,-0.027579,0.059491
2003-01-01,16.074000,27.590000,0.295386,0.025736,0.011900,0.038800,0.012400,-0.002206,0.036100,0.050700,0.002640,-0.059934,-0.016146,0.059504
2003-02-01,16.124000,28.500000,0.305942,0.028289,0.011700,-0.022300,0.011800,0.004422,0.002100,-0.010600,0.005168,-0.027579,0.009308,0.057627
2003-03-01,16.174000,29.410000,0.312251,0.027919,0.011700,0.021200,0.011100,0.007705,0.026400,0.032900,0.002564,-0.016146,0.081774,0.063345
2003-04-01,16.224000,30.320000,0.286118,0.024099,0.011300,-0.024800,0.010600,0.006008,-0.008000,-0.013500,0.006136,0.009308,0.052351,0.065901
2003-05-01,16.204333,31.730000,0.269654,0.019967,0.011300,-0.001100,0.011100,-0.002172,0.022900,0.010200,0.003065,0.081774,0.011816,0.062532
2003-06-01,16.184667,33.140000,0.258376,0.006448,0.010700,0.048500,0.011600,-0.001632,0.047100,0.059200,0.002228,0.052351,0.017232,0.057756
2003-07-01,16.165000,34.550000,0.254488,0.001262,0.009200,-0.024600,0.012200,0.001090,-0.014300,-0.015400,0.001998,0.011816,0.018897,0.057807
2003-08-01,16.305333,35.893333,0.247643,0.000272,0.009000,-0.107200,0.011300,0.001089,-0.088100,-0.098200,0.002046,0.017232,-0.011537,0.044713
